date,res
2017-03-23,12.51048951048951
2017-03-24,22.476744186046513
2017-03-25,19.01764705882353
2017-03-26,14.546296296296296
2017-03-27,12.57258064516129
2017-03-28,12.08904109589041
2017-03-29,15.126760563380282
2017-03-30,13.376712328767123
2017-03-31,17.86046511627907
2017-04-01,14.89261744966443
2017-04-02,10.774193548387096
2017-04-03,9.961904761904762
2017-04-04,9.873873873873874
2017-04-05,10.248
2017-04-06,9.823076923076924
2017-04-07,16.06508875739645
2017-04-08,15.691358024691358
2017-04-09,10.802197802197803
2017-04-10,9.65625
2017-04-11,9.807339449541285
2017-04-12,11.380952380952381
2017-04-13,11.578125
2017-04-14,18.052023121387283
2017-04-15,17.323170731707318
2017-04-16,10.696078431372548
2017-04-17,9.494623655913978
2017-04-18,10.475806451612904
2017-04-19,12.515625
2017-04-20,11.530303030303031
2017-04-21,19.614942528735632
2017-04-22,16.928994082840237
2017-04-23,10.863013698630137
2017-04-24,8.743243243243244
2017-04-25,8.827586206896552
2017-04-26,10.08433734939759
2017-04-27,10.49367088607595
2017-04-28,13.955357142857142
2017-04-29,9.626373626373626
2017-04-30,9.166666666666666
2017-05-01,5.826086956521739
2017-05-02,8.1875
2017-05-03,6.74
2017-05-04,7.365853658536586
2017-05-05,6.9375
2017-05-06,10.225806451612904
2017-05-07,4.7272727272727275
2017-05-08,39.8235294117647
2017-05-09,5.545454545454546
2017-05-10,10.071428571428571
2017-05-11,7.357142857142857
2017-05-12,12.28125
2017-05-13,12.696969696969697
2017-05-14,11.727272727272727
2017-05-15,7.142857142857143
2017-05-16,9.625
2017-05-17,7.333333333333333
2017-05-18,17.666666666666668
2017-05-19,10.785714285714286
2017-05-20,10.882352941176471
2017-05-21,16.125
2017-05-22,10.0
2017-05-23,7.8
2017-05-24,3.0
2017-05-25,3.0
2017-05-26,12.9
2017-05-27,14.384615384615385
2017-05-28,15.571428571428571
2017-05-29,7.5
2017-05-30,8.0
2017-05-31,5.333333333333333
