hpg_store_id,air_store_id,latitude,longitude,genre,area_name,ll_cluster
hpg_2e6d3c8611be5d72,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_914e628f18f74b5e,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_a899730476165be6,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_bca83bc4ce28b521,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_48ffdc03828dbdf7,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_dd6ffc62fe43d2ee,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_85ec8f3ec2523a9f,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_ca30be817ded05ab,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_e51e7a2f2bf9ce51,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_5d03fc3e09a19735,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_a76c171d2ea9fb97,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_6a505b67a56bcee4,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_928c5662171ee88a,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_dc17c2794d2a5ca3,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_442733e721c51c41,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_d9c7f510031c07a1,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_40e0f4365c50ed84,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_d5f233efee7a708e,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_6e480aacaf0fbaec,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_d174d291fe286b6f,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_a02f4c37f527435c,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_ecf1f3d2efc48a57,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_cef0c8508bd5ba59,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_74b9a65c4b395e0a,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_28fe85f238c2cd3c,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_988c7cf22290384e,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_dc83456521b8f3c9,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_240c94892fc9c2a9,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_b3ec21ba14d2a691,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_b9cc0c52116943be,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_d257dee18e57184f,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_0978cd805deb5760,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_243d50a8fecc8b48,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_2c7b646f67d94843,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_27499a789c4a1e08,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_1c90270983d9844c,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_d69733805e6e336d,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_2812f4f5a4a073d9,0,35.6686002312873,139.76304271092198,japanese style,Tōkyō-to Chūō-ku Ginza,0
hpg_b7f05c204af42b91,0,33.576378885814,130.339313030944,japanese style,Fukuoka-ken Fukuoka-shi Minamishō,3
hpg_654eb77aaf2a2d6f,0,33.576378885814,130.339313030944,japanese style,Fukuoka-ken Fukuoka-shi Minamishō,3
hpg_4ede117034007f4b,0,33.576378885814,130.339313030944,japanese style,Fukuoka-ken Fukuoka-shi Minamishō,3
hpg_0dbc0c2516cb45c2,0,33.576378885814,130.339313030944,japanese style,Fukuoka-ken Fukuoka-shi Minamishō,3
hpg_dc7d517c7561879b,0,33.576378885814,130.339313030944,japanese style,Fukuoka-ken Fukuoka-shi Minamishō,3
hpg_f802d9079d5b1af3,0,33.576378885814,130.339313030944,japanese style,Fukuoka-ken Fukuoka-shi Minamishō,3
hpg_19ce8107011fd778,0,33.576378885814,130.339313030944,japanese style,Fukuoka-ken Fukuoka-shi Minamishō,3
hpg_4c4113b881b1ed0b,0,33.576378885814,130.339313030944,japanese style,Fukuoka-ken Fukuoka-shi Minamishō,3
hpg_af552d765dd08aaf,0,33.576378885814,130.339313030944,japanese style,Fukuoka-ken Fukuoka-shi Minamishō,3
hpg_f65d62adaeb0a749,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_155c8ee9067e0418,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_2c8af4cf3c5c00fe,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_001f8de5120ce935,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_7d4676cc3a9821ea,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_958c94d0a4841323,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_06e7cbd08ce4d46a,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_cf186c25968c504c,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_55a477366c22b56d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_a7d3d25bc23661db,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_f9887d7c01068f7d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_834f757c0a24e74d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_73bdbb33a0b117a7,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_5cde532dcc4456fc,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_334d4a13d624041c,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_dd0bbc88cfbbd593,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_dcc7c28a4a4c82dd,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_c7412556a4de5c09,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_1ff253775823a532,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_c1bd98f56fb6105a,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_3f3dd9e3df263a91,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_af08deda7c8ea351,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_3e1dc1f2699b2d3d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_193c9fa118bdc45d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_0a49d1b5b750862d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_06e78a7f96ad28e5,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_6a95f8f63a6c16d7,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_b0aad72cc4f84e2d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_a8207d3c8a3859dc,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_18fc4dafd136be7d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_d7c61873566f9c5d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_9bd4bc5abb6845c1,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_ca9b3d73fbf7b0aa,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_60f4ce54f7937237,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_0b9fa10f5047a36e,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_ce3adb4a0916da16,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_0db71b7dd0f38710,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_f6cfdb60870ec254,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_7b89a07216236cf7,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_141b4955de50f09d,0,35.704960060762794,139.828642317999,japanese style,Tōkyō-to Sumida-ku Tachibana,0
hpg_d5017bfc1b5b20ba,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_96abece7f7b9c7d2,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_ce94d81d263f3232,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_5f098f7ab9667343,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_3a38d292203a8e80,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_21739a54efd0627b,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_74c866faf4252488,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_2f9cfb6b94dd52b3,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_c336b7bb4411462c,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_278d01150193ae6e,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_5f0840285e10b2f6,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_db0d375e7dc5b0a6,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_44ecd140d9855a05,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_f57603d1d0beec67,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_0cd0129a56af6039,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_35860ba4629f5e23,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_5452af6522494943,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_ed980c9a3440ddf8,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_8c633a5ed2fd9c76,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_2fedcaa7cd9b04b0,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_b8c39e61f5461e6e,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_0a403f780f9e1393,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_e19cb3eeb093cc5a,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_1341c16f8fbfadd2,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_26a68854c61bef71,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_f0ecb9d44e370d36,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_b24d8e8bfa104549,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_2f5b829ec6c1229e,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_8edb0113eff29e32,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_f9af9577acb4a223,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_04e54d34ae2341b0,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_3058028a43c87358,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_70916c391c7d7ba7,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_73ccbc312ffd506f,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_7b1250395da41fae,0,34.3921061951814,132.46191354906202,japanese style,Hiroshima-ken Hiroshima-shi Hondōri,4
hpg_f6489b61bedd5319,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_3376f53ab097747d,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_b5d352e5caa5a8a7,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_e778fa94a613abaf,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_1190b57b0b17ccf0,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_9acc3406e3371004,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_959aeba4acf53a61,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_eaf2d308651f0001,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_10170da6141af84d,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_c68c4637b740b1ce,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_3981b1cdc948b0a7,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_e381fa3155eda0bd,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_04f83ca2320cc634,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_e563edd361b76b76,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_4181347169fa2004,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_1ec40b871d008d7c,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_8a9a79bf85dc4f57,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_9483ca336c54f32b,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_0d302fa8c929ff48,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_8f7019ff356cd56e,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_13655b6a5a6b95ca,0,35.750473089612896,139.668412382952,japanese style,Tōkyō-to Nerima-ku Hikawadai,0
hpg_7c87ca13e9400712,0,34.8446959955273,135.200009648607,japanese style,Hyōgo-ken Kōbe-shi None,1
hpg_bfd893490c96a3d1,0,34.8446959955273,135.200009648607,japanese style,Hyōgo-ken Kōbe-shi None,1
hpg_56b8f80ebae4b3cd,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_52f787c7bea2840c,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_7561794b36649c3f,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_111422101a1ff0d6,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_a1f2f390f46d30a6,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_ae06cd06ee4f8e93,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_7cd5ecf9857fa87e,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_fd56db1cef8c65db,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_af0679dc30a2552b,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_e57f119fb78aba17,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_119da6d0c11debdc,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_d2749d827cbeed4c,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
hpg_926e0eba31da2cd5,0,34.6695141138059,135.501425073088,japanese style,Ōsaka-fu Ōsaka-shi Shinsaibashisuji,1
