,air_store_id,hpg_store_id,genre,area_name
141,air_bb26d6d079594414,0,Dining bar,Tōkyō-to Minato-ku Akasaka
142,air_15e6e15c7ea2c162,0,Dining bar,Tōkyō-to Minato-ku Akasaka
143,air_35512c42db0868da,0,Dining bar,Tōkyō-to Musashino-shi Midorichō
144,air_88f31db64991768a,0,Dining bar,Tōkyō-to Musashino-shi Midorichō
145,air_5bd22f9cc1426a90,0,Dining bar,Tōkyō-to Chiyoda-ku Kudanminami
146,air_7dacea2f22afccfb,0,Dining bar,Tōkyō-to Chiyoda-ku Kudanminami
147,air_caf996ac27206301,0,Dining bar,Tōkyō-to Nerima-ku Toyotamakita
148,air_84060403939d8216,0,Dining bar,Tōkyō-to Nerima-ku Toyotamakita
149,air_b23d0f519291247d,0,Dining bar,Fukuoka-ken Kitakyūshū-shi Ōtemachi
150,air_10393f12e9069760,0,Dining bar,Tōkyō-to Toshima-ku Minamiikebukuro
151,air_eeeadee005c006a2,0,Dining bar,Tōkyō-to Shinagawa-ku Hiromachi
152,air_138ff410757b845f,0,Dining bar,Tōkyō-to Shinagawa-ku Hiromachi
153,air_397d3f32a7196aa2,0,Dining bar,Tōkyō-to Shinagawa-ku Hiromachi
154,air_0328696196e46f18,0,Dining bar,Ōsaka-fu Ōsaka-shi Nakanochō
155,air_4cab15ad29c0ffbc,0,Dining bar,Ōsaka-fu Ōsaka-shi Nakanochō
156,air_c3bc011cca3bec65,0,Dining bar,Tōkyō-to Toshima-ku Sugamo
157,air_396942e6423a2145,0,Dining bar,Tōkyō-to Toshima-ku Sugamo
158,air_bbe1c1a47e09f161,0,Dining bar,Tōkyō-to Setagaya-ku Kitazawa
159,air_b5598d12d1b84890,0,Dining bar,Tōkyō-to Setagaya-ku Kitazawa
160,air_36429b5ca4407b3e,0,Dining bar,Hokkaidō Sapporo-shi Kita 24 Jōnishi
161,air_b2d8bc9c88b85f96,0,Dining bar,Fukuoka-ken Fukuoka-shi Tenjin
162,air_4b380b4db9d37883,0,Dining bar,Fukuoka-ken Fukuoka-shi Tenjin
163,air_3982a2c4ea2ed431,0,Dining bar,Fukuoka-ken Fukuoka-shi Takatori
164,air_6836438b543ba698,0,Dining bar,Fukuoka-ken Fukuoka-shi Takatori
165,air_c2626f5f86d57342,0,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyō
166,air_396166d47733d5c9,0,Yakiniku/Korean food,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō
167,air_a9133955abccf071,0,Yakiniku/Korean food,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō
168,air_2bffb19a24d11729,0,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi
169,air_b80fed1a07c817d2,0,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Ōgimachi
170,air_08f994758a1e76d4,0,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya
171,air_52e2a1fd42bc917a,0,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya
172,air_6c952e3c6e590945,0,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi
173,air_cf5ab75a0afb8af9,0,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi
174,air_98b54e32ccddd896,0,Yakiniku/Korean food,Miyagi-ken Sendai-shi Kamisugi
175,air_dc71c6cc06cd1aa2,0,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi
176,air_1653a6c513865af3,0,Yakiniku/Korean food,Hokkaidō Abashiri-shi Minami 6 Jōhigashi
177,air_dfad598ff642dab7,0,Yakiniku/Korean food,Hokkaidō Abashiri-shi Minami 6 Jōhigashi
178,air_3f91d592acd6cc0b,0,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi
179,air_a33461f4392ec62c,0,Cafe/Sweets,Hyōgo-ken Kōbe-shi Kumoidōri
180,air_55390f784018349a,0,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen
181,air_6902e4ec305b3d08,0,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen
182,air_2f8ced25216df926,0,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen
183,air_c9ed65554b6edffb,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
184,air_9828505fefc77d75,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
185,air_9bf0ccac497c4af3,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
186,air_ac7a7427c9ae12a5,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
187,air_c77ee2b7d36da265,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
188,air_6e64fb5821402cd2,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
189,air_ef47430bcd6f6a89,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
190,air_602ca92c0db34f8f,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
191,air_e57dd6884595f60d,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
192,air_dbf64f1ce38c7442,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
193,air_1dea9815ccd36620,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
194,air_3aa839e8e0cb6c87,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
195,air_38746ffe9aa20c7e,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
196,air_4b55d8aea1d2b395,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
197,air_349278fa964bb12f,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
198,air_c31472d14e29cee8,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
199,air_7bda6048a4a78837,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
200,air_eb120e6d384a17a8,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
201,air_eca5e0064dc9314a,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
202,air_ad13e71e21235131,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
203,air_9e920b758503ef54,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
204,air_27e991812b0d9c92,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
205,air_0ead98dd07e7a82a,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō
206,air_bf13014b6e3e60ca,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
207,air_6108821ffafa9b72,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
208,air_3a8a3f8fb5cd7f88,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
209,air_91236b89d29567af,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
210,air_859feab8e3c9f98d,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
211,air_b7fa3d2fca744dd2,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
212,air_59cc9b2b209c6331,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
213,air_939964477035ef0b,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
214,air_a9a380530c1e121f,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
215,air_1d3f797dd1f7cf1c,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
216,air_c28983412a7eefcf,0,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi
217,air_9b13c7feb0a0c431,0,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi
218,air_168441ada3e878e1,0,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi
219,air_d0e8a085d8dc83aa,0,Cafe/Sweets,Hyōgo-ken Kōbe-shi Sumiyoshi Higashimachi
220,air_cadf9cfb510a1d78,0,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō
221,air_2195cd5025a98033,0,Cafe/Sweets,Tōkyō-to Adachi-ku Chūōhonchō
222,air_832f9dbe9ee4ebd3,0,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi
223,air_401b39f97e56b939,0,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi
224,air_d4981cdde163b172,0,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi
225,air_aed3a8b49abe4a48,0,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi
226,air_8e4360a64dbd4c50,0,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi
227,air_9a30407764f4ff84,0,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi
228,air_5e34c6fe6fabd10e,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
229,air_b5bdd318005d9aa4,0,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya
230,air_710d6537cb7623df,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
231,air_5ed3198e4a5eed0f,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
232,air_c6ffd6a93e6b68d6,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
233,air_ebd31e812960f517,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
234,air_10713fbf3071c361,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
235,air_7bc6ca04d7b0f3b8,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
236,air_e34c631c766f2766,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
237,air_af24e3e817dea1e5,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
238,air_b30fffd7ab1e75a5,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
239,air_a8533b7a992bb0ca,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
240,air_efd70b04de878f25,0,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya
241,air_e7d2ac6d53d1b744,0,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami
242,air_8e8f42f047537154,0,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami
243,air_657a0748462f85de,0,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami
244,air_9d3482b4680aee88,0,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami
245,air_e0aee25b56a069f2,0,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami
246,air_5d945ade487cdf4d,0,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami
247,air_848616680ef061bd,0,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami
248,air_97e0f2feec4d577a,0,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami
249,air_57ed725a1930a5b9,0,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō
250,air_8c119d1f16049f20,0,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō
251,air_2009041dbf9264de,0,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō
252,air_820d1919cbecaa0a,0,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro
253,air_9d5a980b211e1795,0,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro
254,air_16179d43b6ee5fd8,0,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro
255,air_93dd7070c9bf5453,0,Cafe/Sweets,Tōkyō-to Meguro-ku Kamimeguro
256,air_cb083b4789a8d3a2,0,Cafe/Sweets,Hokkaidō Sapporo-shi Kotoni 2 Jō
257,air_cf22e368c1a71d53,0,Cafe/Sweets,Hokkaidō Sapporo-shi Kotoni 2 Jō
258,air_3525f11ef0bf0c35,0,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi
259,air_81c2600146d07d16,0,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi
260,air_add9a575623726c8,0,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi
261,air_ee3a01f0c71a769f,0,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō
262,air_a373500730e2a9e0,0,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō
263,air_41bbf6e1d9814c4b,0,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō
264,air_5dea8a7a5bf5eb71,0,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō
265,air_0e1eae99b8723bc1,0,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō
266,air_a2567267116a3b75,0,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi
267,air_b259b4e4a51a690d,0,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi
268,air_71903025d39a4571,0,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi
269,air_a2b29aa7feb4e36f,0,Cafe/Sweets,Hokkaidō Sapporo-shi Minami 3 Jōnishi
270,air_70f834596eb99fee,0,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji
271,air_464a62de0d57be1e,0,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji
272,air_56ea46c14b2dd967,0,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji
273,air_b162fb07fbbdea33,0,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji
274,air_747f375eb3900e1e,0,Cafe/Sweets,Tōkyō-to Itabashi-ku Itabashi
275,air_8ce035ee1d8a56a6,0,Cafe/Sweets,Tōkyō-to Itabashi-ku Itabashi
276,air_cd4b301d5d3918d8,0,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami
277,air_a85f0c0c889f6b7e,0,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami
278,air_9c6787aa03a45586,0,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami
279,air_303bac187b53083a,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai
280,air_298513175efdf261,0,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai
281,air_96ec3cfe78cb0652,0,Cafe/Sweets,Shizuoka-ken Numazu-shi Miyukichō
282,air_99157b6163835eec,0,Cafe/Sweets,Shizuoka-ken Numazu-shi Miyukichō
